Province/State,Observation Date,Confirmed,Daily Confirmed,Deaths,Recovered,Latitude,Longitude,Country/Region
Xinjiang,01-02-2020,18,1,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,02-02-2020,21,3,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,03-02-2020,24,3,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,04-02-2020,29,5,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,05-02-2020,32,3,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,06-02-2020,36,4,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,07-02-2020,39,3,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,08-02-2020,42,3,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,09-02-2020,45,3,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,10-02-2020,49,4,0,0,41.7574769,87.16738423,Mainland China
Xinjiang,11-02-2020,55,6,0,3,41.7574769,87.16738423,Mainland China
Xinjiang,12-02-2020,59,4,0,3,41.7574769,87.16738423,Mainland China
Xinjiang,13-02-2020,63,4,1,6,41.7574769,87.16738423,Mainland China
Xinjiang,14-02-2020,65,2,1,6,41.7574769,87.16738423,Mainland China
Xinjiang,15-02-2020,70,5,1,10,41.7574769,87.16738423,Mainland China
Xinjiang,16-02-2020,71,1,1,12,41.7574769,87.16738423,Mainland China
Xinjiang,17-02-2020,75,4,1,12,41.7574769,87.16738423,Mainland China
Xinjiang,18-02-2020,76,1,1,12,41.7574769,87.16738423,Mainland China
Xinjiang,19-02-2020,76,0,1,20,41.7574769,87.16738423,Mainland China
Xinjiang,20-02-2020,76,0,1,22,41.7574769,87.16738423,Mainland China
Xinjiang,21-02-2020,76,0,1,24,41.7574769,87.16738423,Mainland China
Xinjiang,22-02-2020,76,0,2,25,41.7574769,87.16738423,Mainland China
Xinjiang,23-02-2020,76,0,2,28,41.7574769,87.16738423,Mainland China
Xinjiang,24-02-2020,76,0,2,30,41.7574769,87.16738423,Mainland China
Xinjiang,25-02-2020,76,0,2,30,41.7574769,87.16738423,Mainland China
Xinjiang,26-02-2020,76,0,2,34,41.7574769,87.16738423,Mainland China
Xinjiang,27-02-2020,76,0,2,43,41.7574769,87.16738423,Mainland China
Xinjiang,28-02-2020,76,0,3,52,41.7574769,87.16738423,Mainland China
Xinjiang,29-02-2020,76,0,3,62,41.7574769,87.16738423,Mainland China
Xinjiang,01-03-2020,76,0,3,64,41.7574769,87.16738423,Mainland China
Xinjiang,02-03-2020,76,0,3,66,41.7574769,87.16738423,Mainland China
Xinjiang,03-03-2020,76,0,3,68,41.7574769,87.16738423,Mainland China
Xinjiang,04-03-2020,76,0,3,69,41.7574769,87.16738423,Mainland China
Xinjiang,05-03-2020,76,0,3,70,41.7574769,87.16738423,Mainland China
Xinjiang,06-03-2020,76,0,3,71,41.7574769,87.16738423,Mainland China
Xinjiang,07-03-2020,76,0,3,72,41.7574769,87.16738423,Mainland China
Xinjiang,08-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Xinjiang,09-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Xinjiang,10-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Xinjiang,11-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Xinjiang,12-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Xinjiang,13-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Xinjiang,14-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Xinjiang,15-03-2020,76,0,3,73,41.7574769,87.16738423,Mainland China
Yunnan,22-01-2020,1,1,0,0,25,102,Mainland China
Yunnan,23-01-2020,2,1,0,0,25,102,Mainland China
Yunnan,24-01-2020,5,3,0,0,25,102,Mainland China
Yunnan,25-01-2020,11,6,0,0,25,102,Mainland China
Yunnan,26-01-2020,16,5,0,0,25,102,Mainland China
Yunnan,27-01-2020,26,10,0,0,25,102,Mainland China
Yunnan,28-01-2020,44,18,0,0,25,102,Mainland China
Yunnan,29-01-2020,55,11,0,0,25,102,Mainland China
Yunnan,30-01-2020,70,15,0,0,25,102,Mainland China
Yunnan,31-01-2020,83,13,0,1,25,102,Mainland China
Yunnan,01-02-2020,93,10,0,2,25,102,Mainland China
Yunnan,02-02-2020,105,12,0,3,25,102,Mainland China
Yunnan,03-02-2020,117,12,0,5,25,102,Mainland China
Yunnan,04-02-2020,122,5,0,5,25,102,Mainland China
Yunnan,05-02-2020,128,6,0,5,25,102,Mainland China
Yunnan,06-02-2020,133,5,0,7,25,102,Mainland China
Yunnan,07-02-2020,138,5,0,12,25,102,Mainland China
Yunnan,08-02-2020,138,0,0,17,25,102,Mainland China
Yunnan,09-02-2020,141,3,0,18,25,102,Mainland China
Yunnan,10-02-2020,149,8,0,19,25,102,Mainland China
Yunnan,11-02-2020,153,4,0,20,25,102,Mainland China
Yunnan,12-02-2020,154,1,0,26,25,102,Mainland China
Yunnan,13-02-2020,156,2,0,27,25,102,Mainland China
Yunnan,14-02-2020,162,6,0,36,25,102,Mainland China
Yunnan,15-02-2020,168,6,0,42,25,102,Mainland China
Yunnan,16-02-2020,171,3,0,42,25,102,Mainland China
Yunnan,17-02-2020,171,0,0,47,25,102,Mainland China
Yunnan,18-02-2020,172,1,0,57,25,102,Mainland China
Yunnan,19-02-2020,172,0,1,60,25,102,Mainland China
Yunnan,20-02-2020,174,2,2,79,25,102,Mainland China
Yunnan,21-02-2020,174,0,2,96,25,102,Mainland China
Yunnan,22-02-2020,174,0,2,107,25,102,Mainland China
Yunnan,23-02-2020,174,0,2,115,25,102,Mainland China
Yunnan,24-02-2020,174,0,2,124,25,102,Mainland China
Yunnan,25-02-2020,174,0,2,129,25,102,Mainland China
Yunnan,26-02-2020,174,0,2,144,25,102,Mainland China
Yunnan,27-02-2020,174,0,2,150,25,102,Mainland China
Yunnan,28-02-2020,174,0,2,156,25,102,Mainland China
Yunnan,29-02-2020,174,0,2,157,25,102,Mainland China
Yunnan,01-03-2020,174,0,2,163,25,102,Mainland China
Yunnan,02-03-2020,174,0,2,168,25,102,Mainland China
Yunnan,03-03-2020,174,0,2,169,25,102,Mainland China
Yunnan,04-03-2020,174,0,2,169,25,102,Mainland China
Yunnan,05-03-2020,174,0,2,169,25,102,Mainland China
Yunnan,06-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,07-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,08-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,09-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,10-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,11-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,12-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,13-03-2020,174,0,2,170,25,102,Mainland China
Yunnan,14-03-2020,174,0,2,172,25,102,Mainland China
Yunnan,15-03-2020,174,0,2,172,25,102,Mainland China
Zhejiang,22-01-2020,10,10,0,0,29.0000001,119.9999999,Mainland China
Zhejiang,23-01-2020,27,17,0,0,29.0000001,119.9999999,Mainland China
Zhejiang,24-01-2020,43,16,0,1,29.0000001,119.9999999,Mainland China
Zhejiang,25-01-2020,62,19,0,1,29.0000001,119.9999999,Mainland China
Zhejiang,26-01-2020,104,42,0,1,29.0000001,119.9999999,Mainland China
Zhejiang,27-01-2020,128,24,0,1,29.0000001,119.9999999,Mainland China
Zhejiang,28-01-2020,173,45,0,3,29.0000001,119.9999999,Mainland China
Zhejiang,29-01-2020,296,123,0,3,29.0000001,119.9999999,Mainland China
Zhejiang,30-01-2020,428,132,0,4,29.0000001,119.9999999,Mainland China
Zhejiang,31-01-2020,538,110,0,14,29.0000001,119.9999999,Mainland China
Zhejiang,01-02-2020,599,61,0,21,29.0000001,119.9999999,Mainland China
Zhejiang,02-02-2020,661,62,0,32,29.0000001,119.9999999,Mainland China
Zhejiang,03-02-2020,724,63,0,43,29.0000001,119.9999999,Mainland China
Zhejiang,04-02-2020,829,105,0,62,29.0000001,119.9999999,Mainland China
Zhejiang,05-02-2020,895,66,0,78,29.0000001,119.9999999,Mainland China
Zhejiang,06-02-2020,954,59,0,94,29.0000001,119.9999999,Mainland China
Zhejiang,07-02-2020,1006,52,0,123,29.0000001,119.9999999,Mainland China
Zhejiang,08-02-2020,1048,42,0,175,29.0000001,119.9999999,Mainland China
Zhejiang,09-02-2020,1075,27,0,201,29.0000001,119.9999999,Mainland China
Zhejiang,10-02-2020,1092,17,0,242,29.0000001,119.9999999,Mainland China
Zhejiang,11-02-2020,1117,25,0,270,29.0000001,119.9999999,Mainland China
Zhejiang,12-02-2020,1131,14,0,321,29.0000001,119.9999999,Mainland China
Zhejiang,13-02-2020,1145,14,0,360,29.0000001,119.9999999,Mainland China
Zhejiang,14-02-2020,1155,10,0,403,29.0000001,119.9999999,Mainland China
Zhejiang,15-02-2020,1162,7,0,428,29.0000001,119.9999999,Mainland China
Zhejiang,16-02-2020,1167,5,0,456,29.0000001,119.9999999,Mainland China
Zhejiang,17-02-2020,1171,4,0,507,29.0000001,119.9999999,Mainland China
Zhejiang,18-02-2020,1172,1,0,535,29.0000001,119.9999999,Mainland China
Zhejiang,19-02-2020,1174,2,0,604,29.0000001,119.9999999,Mainland China
Zhejiang,20-02-2020,1175,1,1,633,29.0000001,119.9999999,Mainland China
Zhejiang,21-02-2020,1203,28,1,679,29.0000001,119.9999999,Mainland China
Zhejiang,22-02-2020,1205,2,1,719,29.0000001,119.9999999,Mainland China
Zhejiang,23-02-2020,1205,0,1,760,29.0000001,119.9999999,Mainland China
Zhejiang,24-02-2020,1205,0,1,782,29.0000001,119.9999999,Mainland China
Zhejiang,25-02-2020,1205,0,1,808,29.0000001,119.9999999,Mainland China
Zhejiang,26-02-2020,1205,0,1,867,29.0000001,119.9999999,Mainland China
Zhejiang,27-02-2020,1205,0,1,932,29.0000001,119.9999999,Mainland China
Zhejiang,28-02-2020,1205,0,1,975,29.0000001,119.9999999,Mainland China
Zhejiang,29-02-2020,1205,0,1,1016,29.0000001,119.9999999,Mainland China
Zhejiang,01-03-2020,1205,0,1,1046,29.0000001,119.9999999,Mainland China
Zhejiang,02-03-2020,1206,1,1,1069,29.0000001,119.9999999,Mainland China
Zhejiang,03-03-2020,1213,7,1,1093,29.0000001,119.9999999,Mainland China
Zhejiang,04-03-2020,1213,0,1,1114,29.0000001,119.9999999,Mainland China
Zhejiang,05-03-2020,1215,2,1,1124,29.0000001,119.9999999,Mainland China
Zhejiang,06-03-2020,1215,0,1,1147,29.0000001,119.9999999,Mainland China
Zhejiang,07-03-2020,1215,0,1,1154,29.0000001,119.9999999,Mainland China
Zhejiang,08-03-2020,1215,0,1,1161,29.0000001,119.9999999,Mainland China
Zhejiang,09-03-2020,1215,0,1,1176,29.0000001,119.9999999,Mainland China
Zhejiang,10-03-2020,1215,0,1,1191,29.0000001,119.9999999,Mainland China
Zhejiang,11-03-2020,1215,0,1,1195,29.0000001,119.9999999,Mainland China
Zhejiang,12-03-2020,1215,0,1,1197,29.0000001,119.9999999,Mainland China
Zhejiang,13-03-2020,1215,0,1,1197,29.0000001,119.9999999,Mainland China
Zhejiang,14-03-2020,1227,12,1,1211,29.0000001,119.9999999,Mainland China
Zhejiang,15-03-2020,1231,4,1,1211,29.0000001,119.9999999,Mainland China
